Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Service_Category
37411,SHE-TAK LOCA,SEORAPHULI JN.,TARAKESHWAR,SATURDAY,Weekend
37412,TAK-SHE LOCA,TARAKESHWAR,SEORAPHULI JN.,SATURDAY,Weekend
37534,BDC-NH LOCAL,BANDEL JN.,NAIHATI JN.,SATURDAY,Weekend
37540,BDC-NH LOCAL,BANDEL JN.,NAIHATI JN.,SATURDAY,Weekend
37545,NH - BDC LOC,NAIHATI JN.,BANDEL JN.,SATURDAY,Weekend
37548,BDC-NH LOCAL,BANDEL JN.,NAIHATI JN.,SATURDAY,Weekend
37549,NH - BDC LOC,NAIHATI JN.,BANDEL JN.,SATURDAY,Weekend
37555,NH - BDC LOC,NAIHATI JN.,BANDEL JN.,SATURDAY,Weekend
37747,BDC - KWAE L,BANDEL JN.,KATWA JN.,SATURDAY,Weekend
37748,KWAE-BDC LOC,KATWA JN.,BANDEL JN.,SATURDAY,Weekend
37752,KWAE-BDC LOC,KATWA JN.,BANDEL JN.,SATURDAY,Weekend
37781,BDC-BWN LOCA,BANDEL JN.,BARDDHAMAN JN.,SATURDAY,Weekend
37783,BDC-BWN LOCA,BANDEL JN.,BARDDHAMAN JN.,SATURDAY,Weekend
37784,BWN-BDC LOCA,BARDDHAMAN JN.,BANDEL JN.,SATURDAY,Weekend
37813,HWH-BWN LOCA,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
37814,BWN-HWH LOCA,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37820,BWN-HWH LOCA,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37821,HWH - BWN LO,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
37822,BWN-HWH LOCA,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37827,HWH - BWN LO,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
37830,BWN-HWH LOCA,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37835,HWH - BWN LO,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
37836,BWN-HWH LOCA,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37844,BWN - HWH LO,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37848,BWN-HWH LOCA,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37852,BWN-HWH MAIN,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37915,HWH - KWAE L,HOWRAH JN.,KATWA JN.,SATURDAY,Weekend
38033,SHM SRC LOCA,SHALIMAR,SANTRAGACHI JN.,SATURDAY,Weekend
38053,HWH HLZ LOCA,HOWRAH JN.,HALDIA,SATURDAY,Weekend
38101,SRC-ULB,SANTRAGACHI JN.,ULUBARIA,SATURDAY,Weekend
38306,MCA - HWH LO,MECHEDA,HOWRAH JN.,SATURDAY,Weekend
38308,MCA-HWH LOCA,MECHEDA,HOWRAH JN.,SATURDAY,Weekend
38310,MCA SHM LOCA,MECHEDA,SHALIMAR,SATURDAY,Weekend
38321,HWH-MCA LOCA,HOWRAH JN.,MECHEDA,SATURDAY,Weekend
38705,HWH-KGP LOCA,HOWRAH JN.,KHARAGPUR,SATURDAY,Weekend
38801,HWH-MDN LOCA,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38805,HWH MDN OCAL,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38817,HWH-MDN LOCA,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38819,HWH MDN LOCA,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38820,MDN - HWH LO,MIDNAPORE,HOWRAH JN.,SATURDAY,Weekend
38821,HWH MDN,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38823,HWH-MDN LOCA,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38825,HWH-MDN LOCA,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38829,HWH-MDN LOCA,HOWRAH JN.,MIDNAPORE,SATURDAY,Weekend
38924,AMZ-HWH LOCA,AMTA,HOWRAH JN.,SATURDAY,Weekend
40018,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40027,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40032,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40035,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40046,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40049,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40054,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40056,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40065,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40068,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40070,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40075,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40082,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40096,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40103,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40106,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40107,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40108,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40110,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40115,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40123,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40124,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40128,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40130,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40135,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40136,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40139,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40141,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40144,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40148,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40151,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40155,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40313,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40314,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40322,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40323,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40341,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40355,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40365,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40369,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40382,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40407,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40410,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,SATURDAY,Weekend
40413,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40415,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,SATURDAY,Weekend
40513,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40523,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40527,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40552,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,SATURDAY,Weekend
40563,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40609,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40618,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,SATURDAY,Weekend
40627,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40629,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40633,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40652,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,SATURDAY,Weekend
40656,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,SATURDAY,Weekend
40657,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40661,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,SATURDAY,Weekend
40804,CJ-MSB EMU L,KANCHIPURAM,CHENNAI BEACH,SATURDAY,Weekend
41015,MSB-VLCY,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41028,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41043,MSB-VLCY,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41060,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41065,MSB-VLCY,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41073,MSB-VLCY,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41078,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41084,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41085,MSB-VLCY,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41089,MSB-VLCY,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41132,VLCY-MSB EMU,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41506,VLCY - MSB E,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41517,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41534,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41551,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41556,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41560,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,SATURDAY,Weekend
41577,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41589,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
41597,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,SATURDAY,Weekend
42003,MMC-GPD EMU,MOOR MARKET,GUMMIDIPUNDI,SATURDAY,Weekend
42005,MMC-GPD EMU,MOOR MARKET,GUMMIDIPUNDI,SATURDAY,Weekend
42014,GPD-MMC EMU,GUMMIDIPUNDI,MOOR MARKET,SATURDAY,Weekend
42020,GPD-MMC EMU,GUMMIDIPUNDI,MOOR MARKET,SATURDAY,Weekend
42028,GPD-MMC EMU,GUMMIDIPUNDI,MOOR MARKET,SATURDAY,Weekend
42037,MMC-GPD EMU,MOOR MARKET,GUMMIDIPUNDI,SATURDAY,Weekend
42039,MMC-GPD EMU,MOOR MARKET,GUMMIDIPUNDI,SATURDAY,Weekend
42403,MMC-SPE EMU,MOOR MARKET,SULLURUPETTA,SATURDAY,Weekend
42657,VLCY-GPD LOC,VELACHEERY,GUMMIDIPUNDI,SATURDAY,Weekend
42702,PON-MSB EMU,PONNERI,CHENNAI BEACH,SATURDAY,Weekend
42804,SPE-MSB EMU,SULLURUPETTA,CHENNAI BEACH,SATURDAY,Weekend
43013,MMC-AVD EMU,MOOR MARKET,AVADI,SATURDAY,Weekend
43016,AVD-MMC EMU,AVADI,MOOR MARKET,SATURDAY,Weekend
43022,AVD-MMC EMU,AVADI,MOOR MARKET,SATURDAY,Weekend
43112,PTMS-MMC EMU,PATTABIRAM E DEPOT,MOOR MARKET,SATURDAY,Weekend
43114,PTMS-MMC EMU,PATTABIRAM E DEPOT,MOOR MARKET,SATURDAY,Weekend
43122,PTMS-MMC EMU,PATTABIRAM E DEPOT,MOOR MARKET,SATURDAY,Weekend
43127,MMC-PTMS EMU,MOOR MARKET,PATTABIRAM E DEPOT,SATURDAY,Weekend
43132,PTMS-MMC EMU,PATTABIRAM E DEPOT,MOOR MARKET,SATURDAY,Weekend
43217,MMC-TRL EMU,MOOR MARKET,TIRUVALLUR,SATURDAY,Weekend
43222,TRL-MMC EMU,TIRUVALLUR,MOOR MARKET,SATURDAY,Weekend
43235,MMC-TRL EMU,MOOR MARKET,TIRUVALLUR,SATURDAY,Weekend
43248,TRL-MMC EMU,TIRUVALLUR,MOOR MARKET,SATURDAY,Weekend
43403,MMC-AJJ EMU,MOOR MARKET,ARAKKONAM JN,SATURDAY,Weekend
43404,AJJ-MMC EMU,ARAKKONAM JN,MOOR MARKET,SATURDAY,Weekend
43438,MMC-AJJ EMU,ARAKKONAM JN,MOOR MARKET,SATURDAY,Weekend
43501,MAS-TRT EMU,MOOR MARKET,TIRUTTANI,SATURDAY,Weekend
43502,TRT-MMC EMU,TIRUTTANI,MOOR MARKET,SATURDAY,Weekend
43506,TRT-MMC EMU,TIRUTTANI,MOOR MARKET,SATURDAY,Weekend
43509,MMC-TRT EMU,MOOR MARKET,TIRUTTANI,SATURDAY,Weekend
43554,TRT-AJJ EMU,TIRUTTANI,ARAKKONAM JN,SATURDAY,Weekend
43652,AVD-VLCY LOC,AVADI,VELACHEERY,SATURDAY,Weekend
43654,AVD-VLCY LOC,AVADI,VELACHEERY,SATURDAY,Weekend
43664,AVD-VLCY LOC,AVADI,VELACHEERY,SATURDAY,Weekend
43707,MSB-TRL EMU,CHENNAI BEACH,TIRUVALLUR,SATURDAY,Weekend
43773,VLCY-TRL LOC,VELACHEERY,TIRUVALLUR,SATURDAY,Weekend
43792,PTMS-VLCY LO,PATTABIRAM E DEPOT,VELACHEERY,SATURDAY,Weekend
43802,AJJ-MSB EMU,ARAKKONAM JN,CHENNAI BEACH,SATURDAY,Weekend
43805,MSB-AJJ EMU,CHENNAI BEACH,ARAKKONAM JN,SATURDAY,Weekend
43821,MSB-TRT EMU,CHENNAI BEACH,TIRUTTANI,SATURDAY,Weekend
43844,AJJ-AVD EMU,ARAKKONAM JN,AVADI,SATURDAY,Weekend
47105,HYB-LPI,HYDERABAD DECCAN,LINGAMPALLI,SATURDAY,Weekend
47120,HYB-LPI,HYDERABAD DECCAN,LINGAMPALLI,SATURDAY,Weekend
47126,LPI-HYB,LINGAMPALLI,HYDERABAD DECCAN,SATURDAY,Weekend
47127,LPI-HYB,LINGAMPALLI,HYDERABAD DECCAN,SATURDAY,Weekend
47131,LPI-HYB,LINGAMPALLI,HYDERABAD DECCAN,SATURDAY,Weekend
47137,LPI-HYB,LINGAMPALLI,HYDERABAD DECCAN,SATURDAY,Weekend
47142,HYB-LPI,LINGAMPALLI,HYDERABAD DECCAN,SATURDAY,Weekend
47151,FM-LPI,FALAKNUMA,LINGAMPALLI,SATURDAY,Weekend
47168,FM-SC,FALAKNUMA,SECUNDERABAD JN.,SATURDAY,Weekend
47178,LPI-FM,LINGAMPALLI,FALAKNUMA,SATURDAY,Weekend
47187,LPI-FM,LINGAMPALLI,FALAKNUMA,SATURDAY,Weekend
47191,LPI-FM,LINGAMPALLI,FALAKNUMA,SATURDAY,Weekend
47196,SC-HYB,SECUNDERABAD JN.,HYDERABAD DECCAN,SATURDAY,Weekend
47202,FM-HYB,FALAKNUMA,HYDERABAD DECCAN,SATURDAY,Weekend
47204,FM-SC,FALAKNUMA,SECUNDERABAD JN.,SATURDAY,Weekend
47218,FM-LPI,FALAKNUMA,LINGAMPALLI,SATURDAY,Weekend
47219,LPI-FM,LINGAMPALLI,FALAKNUMA,SATURDAY,Weekend
50101,RATNAGIRI- M,RATNAGIRI,MADGOAN JN.,SATURDAY,Weekend
50106,SWV DIVA PAS,SAWANTWADI ROAD,DIVA JN,SATURDAY,Weekend
50108,MAO-SWV PASS,MADGOAN JN.,SAWANTWADI ROAD,SATURDAY,Weekend
50120,PNVL-DIVA PA,PANVEL,DIVA JN,SATURDAY,Weekend
51027,FAST PASSENG,CST-MUMBAI,PANDHARPUR,SATURDAY,Weekend
51033,SAINAGAR SHI,DAUND JN.,SAI NAGAR SHIRDI,SATURDAY,Weekend
51111,CSN DHI MIX,CHALISGAON JN.,DHULE,SATURDAY,Weekend
51114,DHI CSN MIX,DHULE,CHALISGAON JN.,SATURDAY,Weekend
51136,AMI BD PASS,AMRAVATI,BADNERA JN.,SATURDAY,Weekend
51146,AMI BD PASS,AMRAVATI,BADNERA JN.,SATURDAY,Weekend
51182,BSL-DVL PASS,BHUSAVAL JN.,DEVLALI,SATURDAY,Weekend
51348,BRMT-DD PASS,BARAMATI,DAUND JN.,SATURDAY,Weekend
51405,MRJ-CLR PASS,MIRAJ JN.,CASTLE ROCK,SATURDAY,Weekend
51411,BAY-DWR PASS,BELLARY JN.,DHARWAD,SATURDAY,Weekend
51423,IGP MMR SHUT,IGATPURI,MANMAD JN.,SATURDAY,Weekend
51429,SLI MRJ PASS,SANGLI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SATURDAY,Weekend
51430,KOP SLI PASS,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SANGLI,SATURDAY,Weekend
51431,MRJ LD PASSE,MIRAJ JN.,LONDA JN.,SATURDAY,Weekend
51434,PVR-NZB PASS,PANDHARPUR,NIZAMABAD,SATURDAY,Weekend
51441,STR KOP PASS,SATARA,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SATURDAY,Weekend
51451,PUNE BRMT PA,PUNE JN.,BARAMATI,SATURDAY,Weekend
51452,DD PUNE PASS,BARAMATI,PUNE JN.,SATURDAY,Weekend
51458,DWR-UBL PASS,DHARWAD,HUBLI JN.,SATURDAY,Weekend
51605,KMZ-CHRM PAS,KATNI MURWARA,CHIRMIRI,SATURDAY,Weekend
51610,GUNA-BINA PA,GUNA,BINA,SATURDAY,Weekend
51612,BINA-KOTA PA,BINA,KOTA,SATURDAY,Weekend
51674,STA-ET PASSE,SATNA,ITARSI,SATURDAY,Weekend
51705,JBP-NIR PASS,MADANMAHAL,NAINPUR JN.,SATURDAY,Weekend
51708,NIR-JBP PASS,NAINPUR JN.,JABALPUR,SATURDAY,Weekend
51753,REWA-CHRM PA,REWA,CHIRMIRI,SATURDAY,Weekend
51764,MKP-STA PASS,MANIKPUR JN.,SATNA,SATURDAY,Weekend
51811,BIN-JHS  PAS,BINA,JHANSI JN,SATURDAY,Weekend
51812,JHS-BIN PASS,JHANSI JN,BINA,SATURDAY,Weekend
51862,KNH-AIT PASS,KONCH,AIT JN,SATURDAY,Weekend
51869,AIT-KNH PASS,AIT JN,KONCH,SATURDAY,Weekend
52074,MVJ-MJ PASS,MAVLI JN.,MARWAR JN.,SATURDAY,Weekend
52205,PBE-MLN PASS,PILIBHIT JN.,MAILANI JN.,SATURDAY,Weekend
52208,PBE-KSJ PASS,MAILANI JN.,PILIBHIT JN.,SATURDAY,Weekend
52241,BRK-MLN PASS,BAHRAICH,MAILANI JN.,SATURDAY,Weekend
52251,BRK-MLN PASS,BAHRAICH,MAILANI JN.,SATURDAY,Weekend
52252,MLN-BRK PASS,MAILANI JN.,BAHRAICH,SATURDAY,Weekend
52257,BRK-MLN PASS,BAHRAICH,MAILANI JN.,SATURDAY,Weekend
52263,GNAN-NPR PAS,BAHRAICH,NEPALGANJ ROAD,SATURDAY,Weekend
52298,SZP-PBE- PAS,SHAHJAHANPUR JN,PILIBHIT JN.,SATURDAY,Weekend
52453,KLK-SML MAIL,KALKA,SHIMLA,SATURDAY,Weekend
52454,SML-KLK MAIL,SHIMLA,KALKA,SATURDAY,Weekend
52462,PTK-JMKR,JAWALAMUKHI ROAD,PATHANKOT JN.,SATURDAY,Weekend
52464,BJPL-PTK PAS,BAIJNATH PAPROLA,PATHANKOT JN.,SATURDAY,Weekend
52587,KGN - DJ PAS,KURSEONG,DARJEELING,SATURDAY,Weekend
52591,DJ - GHUM -,DARJEELING,DARJEELING,SATURDAY,Weekend
52596,DJ-GHUM-DJ J,DARJEELING,DARJEELING,SATURDAY,Weekend
52597,DJ - GHUM -,DARJEELING,DARJEELING,SATURDAY,Weekend
52941,GG - BTDF  M,GANDHIGRAM,BOTAD JN (MG),SATURDAY,Weekend
52942,BTDF - GG MG,BOTAD JN (MG),GANDHIGRAM,SATURDAY,Weekend
52946,DASF - VRLF,DHASA JN (MG),VERAVAL MG,SATURDAY,Weekend
52974,SWD-DADN MG,SANAWAD,MHOW,SATURDAY,Weekend
52987,DADN SWD MG,MHOW,SANAWAD,SATURDAY,Weekend
53002,AZ-HWH PASSE,AZIMGANJ JN.,HOWRAH JN.,SATURDAY,Weekend
53023,AZ-RPH PASSE,AZIMGANJ JN.,RAMPUR HAT,SATURDAY,Weekend
53025,AZ - RPH  PA,AZIMGANJ JN.,RAMPUR HAT,SATURDAY,Weekend
53036,BHW-AZ PASSE,BARHARWA JN.,AZIMGANJ JN.,SATURDAY,Weekend
53045,MAYURAKSHI F,HOWRAH JN.,RAMPUR HAT,SATURDAY,Weekend
53049,HWH-MKA PASS,HOWRAH JN.,MOKAMA JN.,SATURDAY,Weekend
53068,RPH-BWN PASS,RAMPUR HAT,BARDDHAMAN JN.,SATURDAY,Weekend
53069,BWN-RPH PASS,BARDDHAMAN JN.,RAMPUR HAT,SATURDAY,Weekend
53076,BHW-RPH PASS,BARHARWA JN.,RAMPUR HAT,SATURDAY,Weekend
53176,LGL-SDAH PAS,LALGOLA,SEALDAH,SATURDAY,Weekend
53209,RGD-FUT PASS,RAJGIR,FATUHA,SATURDAY,Weekend
53343,GMO-CPU PASS,NSC BOSE J GOMO,CHOPAN,SATURDAY,Weekend
53348,BRWD-GMO PAS,BARWADIH JN,NSC BOSE J GOMO,SATURDAY,Weekend
53350,DOS-BRWD PAS,DEHRI-ON-SON,BARWADIH JN,SATURDAY,Weekend
53352,CAR-BRWD PAS,CHUNAR JN.,BARWADIH JN,SATURDAY,Weekend
53374,BRKA-HZBN-KQ,BARKAKANA,KODERMA,SATURDAY,Weekend
53408,JMP-RPH PASS,JAMALPUR JN.,RAMPUR HAT,SATURDAY,Weekend
53443,MDLE - BGP P,HANSDIHA,BHAGALPUR,SATURDAY,Weekend
53483,TPL-RJL PGR,TINPAHAR JN.,RAJMAHAL,SATURDAY,Weekend
53497,BGP-JMP PASS,BHAGALPUR,JAMALPUR JN.,SATURDAY,Weekend
53628,GAYA-KIUL  P,GAYA JN.,KIUL JN.,SATURDAY,Weekend
53641,DLN -MGS-PAS,DILDARNAGAR JN,MUGHAL SARAI JN.,SATURDAY,Weekend
53643,DLN-TRG PASS,DILDARNAGAR JN,TARIGHAT,SATURDAY,Weekend
54006,JIND ROK PAS,JIND JN,ROHTAK JN.,SATURDAY,Weekend
54011,TKJ SDLP PAS,TILAK BRIDGE,SADULPUR JN,SATURDAY,Weekend
54012,SDLP TKJ PAS,SADULPUR JN,TILAK BRIDGE,SATURDAY,Weekend
54015,ROK-BNW PASS,ROHTAK JN.,BHIWANI JN.,SATURDAY,Weekend
54016,BNW ROK PASS,BHIWANI JN.,ROHTAK JN.,SATURDAY,Weekend
54025,ROK-PNP PASS,ROHTAK JN.,PANIPAT JN.,SATURDAY,Weekend
54035,DELHI JIND J,DELHI JN.,JAKHAL JN.,SATURDAY,Weekend
54039,KKDE-JIND PA,KURUKSHETRA JN.,JIND JN,SATURDAY,Weekend
54048,JIND,JIND JN,KURUKSHETRA JN.,SATURDAY,Weekend
54055,MORADABAD DE,MORADABAD JN.,DELHI JN.,SATURDAY,Weekend
54057,DELHI SMQL P,DELHI JN.,SHAMLI,SATURDAY,Weekend
54086,RE-DLI PASSE,REWARI JN.,DELHI JN.,SATURDAY,Weekend
54155,CNB FBD PASS,KANPUR CENTRAL JN.,FARRUKHABAD JN,SATURDAY,Weekend
54212,KANPUR RAI B,KANPUR CENTRAL JN.,RAE BARELI JN.,SATURDAY,Weekend
54231,FD-LKO PASSE,FAIZABAD JN.,LUCKNOW JN.,SATURDAY,Weekend
54237,MUR-FD PASS,MANKAPUR JN.,FAIZABAD JN.,SATURDAY,Weekend
54238,FD-MUR PASS,FAIZABAD JN.,MANKAPUR JN.,SATURDAY,Weekend
54243,MUR-AY PASS,MANKAPUR JN.,AYODHYA,SATURDAY,Weekend
54252,SRE - LKO PA,SAHARANPUR JN.,LUCKNOW JN.,SATURDAY,Weekend
54254,LKO-PYG PASS,LUCKNOW JN.,PRAYAG JN.,SATURDAY,Weekend
54262,JNU - BSB PA,JAUNPUR JN.,VARANASI JN.,SATURDAY,Weekend
54264,SLN-BSB PASS,SULTANPUR JN.,VARANASI JN.,SATURDAY,Weekend
54265,BSB-SLN PASS,VARANASI JN.,SULTANPUR JN.,SATURDAY,Weekend
54267,MGS-BSB PASS,MUGHAL SARAI JN.,VARANASI JN.,SATURDAY,Weekend
54329,BALAMAU SHAH,BALAMAU JN.,SHAHJAHANPUR JN,SATURDAY,Weekend
54330,SPN-BLM PASS,SHAHJAHANPUR JN,BALAMAU JN.,SATURDAY,Weekend
54333,BSB-LKO PASS,VARANASI JN.,LUCKNOW JN.,SATURDAY,Weekend
54377,PRAYAG- BARE,PRAYAG JN.,BAREILLY JN.,SATURDAY,Weekend
54381,GAJRAULA NAJ,GAJRAULA JN.,NAJIBABAD JN.,SATURDAY,Weekend
54382,NBD-GJL PASS,NAJIBABAD JN.,GAJRAULA JN.,SATURDAY,Weekend
54392,MB-ALJN PASS,MORADABAD JN.,ALIGARH JN.,SATURDAY,Weekend
54396,NBD-MB PASSE,NAJIBABAD JN.,MORADABAD JN.,SATURDAY,Weekend
54401,KHURJA MEERU,KHURJA JN,MEERUT CITY JN.,SATURDAY,Weekend
54404,MEERUT CITY,MEERUT CITY JN.,KHURJA JN,SATURDAY,Weekend
54412,MTC-RE PASSE,MEERUT CANT,REWARI JN.,SATURDAY,Weekend
54413,DLI-RE PASSE,DELHI JN.,REWARI JN.,SATURDAY,Weekend
54424,BIWANI ROHTA,BHIWANI JN.,DELHI JN.,SATURDAY,Weekend
54473,DLI SRE PASS,DELHI JN.,SAHARANPUR JN.,SATURDAY,Weekend
54483,HW-RKSH PASS,HARIDWAR JN,RISHIKESH,SATURDAY,Weekend
54553,UMB - DUI PA,AMBALA CANTT JN,DHURI JN.,SATURDAY,Weekend
54575,LDH - LNK PA,LUDHIANA JN.,LOHIAN KHAS JN.,SATURDAY,Weekend
54581,NLDM - UNA P,NANGAL DAM,AMB  ANDAURA,SATURDAY,Weekend
54601,HSR-ASR PASS,HISAR JN,AMRITSAR JN.,SATURDAY,Weekend
54622,PTK - JUC PA,PATHANKOT JN.,JALANDHAR CITY JN.,SATURDAY,Weekend
54626,JUC - JJJ PA,JALANDHAR CITY JN.,JAIJON DOABA,SATURDAY,Weekend
